Date,CO_ppm,NO2_ppb,PM25_ugm3,YearMonth
2018-08-27,,47.0,11.6,2018-08
2018-08-28,,,15.4,2018-08
2018-08-29,0.7,44.3,12.7,2018-08
2018-08-30,0.6,28.2,5.2,2018-08
2018-08-31,0.5,26.3,4.7,2018-08
2018-09-01,0.5,23.0,5.7,2018-09
2018-09-02,0.5,26.4,7.5,2018-09
2018-09-03,0.5,17.5,3.9,2018-09
2018-09-04,0.5,,8.5,2018-09
2018-09-05,0.8,52.7,15.3,2018-09
2018-09-06,0.9,59.4,22.0,2018-09
2018-09-07,0.5,28.2,,2018-09
2018-09-08,0.5,25.9,5.4,2018-09
2018-09-09,0.5,17.2,4.7,2018-09
2018-09-10,0.4,,8.4,2018-09
2018-09-11,0.5,28.5,7.0,2018-09
2018-09-12,0.5,30.0,6.2,2018-09
2018-09-13,0.6,32.9,7.0,2018-09
2018-09-14,0.5,32.0,5.6,2018-09
2018-09-15,0.4,20.0,4.3,2018-09
2018-09-16,0.4,27.3,4.1,2018-09
2018-09-17,0.4,18.1,5.2,2018-09
2018-09-18,0.5,25.6,6.5,2018-09
2018-09-19,0.7,36.6,10.0,2018-09
2018-09-20,0.5,23.3,5.0,2018-09
2018-09-21,0.5,31.1,6.7,2018-09
2018-09-22,0.4,16.4,4.3,2018-09
2018-09-23,0.4,38.5,9.5,2018-09
2018-09-24,0.6,36.4,10.1,2018-09
2018-09-25,0.5,21.6,8.9,2018-09
2018-09-26,0.5,23.9,8.8,2018-09
2018-09-27,0.5,23.2,9.7,2018-09
2018-09-28,0.6,32.2,8.6,2018-09
2018-09-29,0.6,32.9,11.1,2018-09
2018-09-30,0.7,24.9,10.8,2018-09
2018-10-01,0.6,29.8,6.3,2018-10
2018-10-02,0.4,26.2,6.1,2018-10
2018-10-03,0.6,22.7,7.8,2018-10
2018-10-04,0.7,31.3,9.0,2018-10
2018-10-05,0.6,30.3,7.7,2018-10
2018-10-06,0.4,19.8,11.0,2018-10
2018-10-07,0.6,27.0,11.0,2018-10
2018-10-08,0.8,31.9,15.0,2018-10
2018-10-09,0.6,22.9,8.0,2018-10
2018-10-10,0.9,28.1,16.0,2018-10
2018-10-11,0.8,32.0,15.2,2018-10
2018-10-12,0.7,28.5,15.5,2018-10
2018-10-13,0.4,22.0,11.0,2018-10
2018-10-14,0.4,27.3,9.5,2018-10
2018-10-15,0.5,26.9,9.6,2018-10
2018-10-16,0.8,35.0,14.6,2018-10
2018-10-17,1.1,71.2,21.9,2018-10
2018-10-18,1.2,52.6,23.3,2018-10
2018-10-19,0.7,39.7,29.1,2018-10
2018-10-20,0.4,25.0,21.1,2018-10
2018-10-21,1.2,35.2,25.5,2018-10
2018-10-22,1.2,34.9,26.6,2018-10
2018-10-23,0.9,27.7,19.8,2018-10
2018-10-24,0.7,35.2,15.8,2018-10
2018-10-25,0.6,34.8,11.2,2018-10
2018-10-26,0.5,32.0,9.8,2018-10
2018-10-27,0.7,31.3,11.5,2018-10
2018-10-28,0.4,23.8,5.6,2018-10
2018-10-29,0.5,34.8,8.3,2018-10
2018-10-30,0.5,31.1,11.9,2018-10
2018-10-31,0.6,31.5,10.4,2018-10
2018-11-01,0.5,31.2,8.4,2018-11
2018-11-02,0.5,41.3,8.5,2018-11
2018-11-03,0.4,27.6,8.2,2018-11
2018-11-04,0.5,25.3,11.5,2018-11
2018-11-05,0.6,40.6,9.2,2018-11
2018-11-06,0.6,39.0,6.7,2018-11
2018-11-07,0.5,22.5,7.1,2018-11
2018-11-08,0.8,29.3,11.9,2018-11
2018-11-09,1.0,27.0,14.5,2018-11
2018-11-10,1.0,20.3,12.9,2018-11
2018-11-11,0.5,21.8,8.7,2018-11
2018-11-12,1.1,50.7,15.5,2018-11
2018-11-13,0.7,46.1,13.5,2018-11
2018-11-14,0.7,49.0,20.6,2018-11
2018-11-15,0.6,34.8,10.4,2018-11
2018-11-16,0.4,27.3,5.7,2018-11
2018-11-17,0.3,20.2,6.1,2018-11
2018-11-18,,25.7,11.9,2018-11
2018-11-19,,43.9,20.7,2018-11
2018-11-20,,40.1,28.0,2018-11
2018-11-21,,45.7,15.4,2018-11
2018-11-22,,25.8,5.5,2018-11
2018-11-23,,25.9,3.3,2018-11
2018-11-24,,29.7,9.2,2018-11
2018-11-25,0.8,27.9,10.8,2018-11
2018-11-26,0.8,35.4,8.5,2018-11
2018-11-27,0.4,37.7,5.2,2018-11
2018-11-28,0.6,39.4,6.0,2018-11
2018-11-29,0.5,23.1,7.5,2018-11
2018-11-30,0.6,33.2,8.4,2018-11
2018-12-01,0.6,35.1,6.6,2018-12
2018-12-02,0.6,25.1,13.6,2018-12
2018-12-03,0.5,18.2,5.8,2018-12
2018-12-04,0.4,28.0,7.0,2018-12
2018-12-05,0.6,31.4,7.1,2018-12
2018-12-06,0.7,37.4,10.4,2018-12
2018-12-07,0.8,37.9,9.8,2018-12
2018-12-08,0.7,33.5,10.9,2018-12
2018-12-09,0.6,26.6,6.9,2018-12
2018-12-10,0.5,35.9,7.2,2018-12
2018-12-11,0.5,38.6,5.5,2018-12
2018-12-12,0.5,36.6,7.0,2018-12
2018-12-13,0.8,43.4,7.0,2018-12
2018-12-14,1.0,48.5,9.9,2018-12
2018-12-15,0.5,35.0,3.2,2018-12
2018-12-16,0.5,34.4,4.5,2018-12
2018-12-17,0.5,30.9,3.0,2018-12
2018-12-18,0.4,31.5,5.5,2018-12
2018-12-19,0.8,44.5,8.2,2018-12
2018-12-20,0.7,35.2,5.0,2018-12
2018-12-21,0.6,32.0,9.9,2018-12
2018-12-22,0.6,33.5,7.0,2018-12
2018-12-23,0.4,26.3,3.6,2018-12
2018-12-24,0.3,17.9,3.7,2018-12
2018-12-25,0.5,20.7,8.0,2018-12
2018-12-26,0.5,26.0,5.5,2018-12
2018-12-27,0.6,42.2,10.1,2018-12
2018-12-28,0.6,24.7,7.2,2018-12
2018-12-29,0.3,21.7,3.4,2018-12
2018-12-30,0.4,26.5,5.6,2018-12
2018-12-31,0.6,26.6,8.9,2018-12
2019-01-01,0.9,28.3,16.5,2019-01
2019-01-02,0.9,30.0,11.4,2019-01
2019-01-03,0.8,51.4,7.2,2019-01
2019-01-04,0.5,32.3,5.0,2019-01
2019-01-05,0.8,42.2,8.3,2019-01
2019-01-06,0.6,32.5,4.6,2019-01
2019-01-07,0.7,38.3,6.7,2019-01
2019-01-08,0.8,52.8,8.6,2019-01
2019-01-09,0.8,33.3,5.0,2019-01
2019-01-10,,27.1,3.6,2019-01
2019-01-11,,44.2,13.2,2019-01
2019-01-12,,41.2,18.0,2019-01
2019-01-13,,40.7,16.8,2019-01
2019-01-14,,37.5,14.4,2019-01
2019-01-15,,83.3,28.7,2019-01
2019-01-16,,61.0,19.3,2019-01
2019-01-17,,44.1,5.0,2019-01
2019-01-18,,42.2,4.3,2019-01
2019-01-19,,27.9,7.5,2019-01
2019-01-20,,31.3,7.2,2019-01
2019-01-21,,33.7,16.5,2019-01
2019-01-22,,31.4,5.6,2019-01
2019-01-23,,40.5,4.0,2019-01
2019-01-24,,38.8,10.5,2019-01
2019-01-25,,25.5,11.5,2019-01
2019-01-26,,21.4,11.9,2019-01
2019-01-27,,18.5,11.2,2019-01
2019-01-28,,24.9,6.6,2019-01
2019-01-29,,36.9,8.7,2019-01
2019-01-30,,50.5,17.2,2019-01
2019-01-31,,45.7,15.0,2019-01
2019-02-01,,35.6,9.5,2019-02
2019-02-02,,30.5,5.5,2019-02
2019-02-03,,21.6,4.8,2019-02
2019-02-04,0.3,9.2,5.0,2019-02
2019-02-05,0.7,39.3,11.1,2019-02
2019-02-06,0.8,38.8,13.6,2019-02
2019-02-07,0.7,37.8,9.5,2019-02
2019-02-08,0.6,36.7,13.8,2019-02
2019-02-09,0.3,26.0,5.7,2019-02
2019-02-10,0.4,35.4,7.5,2019-02
2019-02-11,0.3,24.7,5.0,2019-02
2019-02-12,0.3,21.1,5.7,2019-02
2019-02-13,0.4,35.1,7.6,2019-02
2019-02-14,0.9,57.6,9.0,2019-02
2019-02-15,0.8,36.0,7.0,2019-02
2019-02-16,0.8,34.6,8.7,2019-02
2019-02-17,0.7,30.4,11.1,2019-02
2019-02-18,0.8,22.0,12.5,2019-02
2019-02-19,0.6,37.9,7.5,2019-02
2019-02-20,0.5,25.5,5.2,2019-02
2019-02-21,0.8,35.3,9.5,2019-02
2019-02-22,0.7,35.9,6.4,2019-02
2019-02-23,0.5,32.2,5.4,2019-02
2019-02-24,0.4,23.8,4.4,2019-02
2019-02-25,0.4,20.3,3.9,2019-02
2019-02-26,0.3,19.7,4.0,2019-02
2019-02-27,0.6,33.8,6.2,2019-02
2019-02-28,0.7,47.0,7.9,2019-02
2019-03-01,0.5,31.8,7.1,2019-03
2019-03-02,0.4,17.8,7.0,2019-03
2019-03-03,0.3,11.6,2.6,2019-03
2019-03-04,0.4,21.3,2.5,2019-03
2019-03-05,0.5,26.9,4.0,2019-03
2019-03-06,0.2,34.4,7.6,2019-03
2019-03-07,,40.5,6.9,2019-03
2019-03-08,,41.2,9.3,2019-03
2019-03-09,,30.7,10.7,2019-03
2019-03-10,,35.9,10.5,2019-03
2019-03-11,,42.6,8.3,2019-03
2019-03-12,,,5.8,2019-03
2019-03-13,,43.8,9.4,2019-03
2019-03-14,,31.2,7.0,2019-03
2019-03-15,,37.0,9.8,2019-03
2019-03-16,,32.8,12.1,2019-03
2019-03-17,,24.8,9.7,2019-03
2019-03-18,,36.7,6.2,2019-03
2019-03-19,,61.8,7.6,2019-03
2019-03-20,,58.2,6.9,2019-03
2019-03-21,,44.4,8.0,2019-03
2019-03-22,,40.0,8.1,2019-03
2019-03-23,,42.3,8.7,2019-03
2019-03-24,,29.9,9.2,2019-03
2019-03-25,0.7,34.8,8.5,2019-03
2019-03-26,0.5,43.0,5.0,2019-03
2019-03-27,0.4,32.8,4.2,2019-03
2019-03-28,,44.3,6.9,2019-03
2019-03-29,,48.3,9.9,2019-03
2019-03-30,,31.4,7.2,2019-03
2019-03-31,,26.3,11.2,2019-03
2019-04-01,,23.5,9.6,2019-04
2019-04-02,,41.5,7.7,2019-04
2019-04-03,,27.4,7.4,2019-04
2019-04-04,,40.1,8.7,2019-04
2019-04-05,,19.5,5.7,2019-04
2019-04-06,,20.5,5.6,2019-04
2019-04-07,0.5,20.3,4.8,2019-04
2019-04-08,0.6,31.1,,2019-04
2019-04-09,0.4,27.9,,2019-04
2019-04-10,0.5,27.9,,2019-04
2019-04-11,0.5,33.0,,2019-04
2019-04-12,0.5,36.0,,2019-04
2019-04-13,0.4,17.6,4.0,2019-04
2019-04-14,0.4,15.5,3.8,2019-04
2019-04-15,0.5,41.0,2.7,2019-04
2019-04-16,0.5,31.7,6.0,2019-04
2019-04-17,0.5,29.1,2.9,2019-04
2019-04-18,0.5,30.4,3.9,2019-04
2019-04-19,0.4,29.4,3.7,2019-04
2019-04-20,0.6,40.9,5.7,2019-04
2019-04-21,0.6,36.4,7.2,2019-04
2019-04-22,0.5,30.9,6.7,2019-04
2019-04-23,0.5,32.9,5.4,2019-04
2019-04-24,0.5,42.4,6.6,2019-04
2019-04-25,0.5,24.4,6.4,2019-04
2019-04-26,0.5,34.4,8.2,2019-04
2019-04-27,0.4,15.6,3.5,2019-04
2019-04-28,0.4,18.6,3.7,2019-04
2019-04-29,0.4,23.4,2.2,2019-04
2019-04-30,0.5,36.5,4.6,2019-04
2019-05-01,0.5,26.8,6.9,2019-05
2019-05-02,0.4,31.3,6.7,2019-05
2019-05-03,0.5,38.4,8.6,2019-05
2019-05-04,0.6,29.4,6.2,2019-05
2019-05-05,0.5,29.8,6.3,2019-05
2019-05-06,0.5,37.6,7.8,2019-05
2019-05-07,0.5,46.4,7.2,2019-05
2019-05-08,0.6,45.1,10.7,2019-05
2019-05-09,0.5,46.7,7.2,2019-05
2019-05-10,0.7,57.2,11.6,2019-05
2019-05-11,0.6,53.4,13.5,2019-05
2019-05-12,0.5,40.1,6.6,2019-05
2019-05-13,0.5,41.2,8.7,2019-05
2019-05-14,0.5,34.1,6.1,2019-05
2019-05-15,0.6,42.6,5.4,2019-05
2019-05-16,0.6,35.3,9.5,2019-05
2019-05-17,0.4,30.3,4.2,2019-05
2019-05-18,0.4,32.6,5.1,2019-05
2019-05-19,0.5,36.8,5.6,2019-05
2019-05-20,0.4,28.2,4.0,2019-05
2019-05-21,0.4,44.3,5.2,2019-05
2019-05-22,0.6,37.8,11.1,2019-05
2019-05-23,0.6,54.0,12.8,2019-05
2019-05-24,0.5,23.7,6.7,2019-05
2019-05-25,0.5,27.2,4.4,2019-05
2019-05-26,0.7,39.0,8.5,2019-05
2019-05-27,0.7,28.1,11.0,2019-05
2019-05-28,0.5,27.9,11.1,2019-05
2019-05-29,0.6,45.0,9.8,2019-05
2019-05-30,0.7,49.3,12.6,2019-05
2019-05-31,0.7,43.3,13.5,2019-05
2019-06-01,0.7,40.7,9.9,2019-06
2019-06-02,0.4,26.1,7.9,2019-06
2019-06-03,0.4,,7.3,2019-06
2019-06-04,0.6,37.4,6.8,2019-06
2019-06-05,0.4,34.0,4.3,2019-06
2019-06-06,0.4,28.1,4.5,2019-06
2019-06-07,0.4,26.5,3.5,2019-06
2019-06-08,0.4,15.1,2.9,2019-06
2019-06-09,0.5,17.7,2.2,2019-06
2019-06-10,0.4,28.6,4.1,2019-06
2019-06-11,0.5,28.0,6.0,2019-06
2019-06-12,0.7,68.6,11.3,2019-06
2019-06-13,0.6,38.7,10.0,2019-06
2019-06-14,0.4,24.9,5.7,2019-06
2019-06-15,0.5,37.0,8.7,2019-06
2019-06-16,0.5,39.6,6.8,2019-06
2019-06-17,0.5,34.1,6.4,2019-06
2019-06-18,0.4,20.7,3.6,2019-06
2019-06-19,0.4,22.4,5.0,2019-06
2019-06-20,0.4,25.1,3.8,2019-06
2019-06-21,0.4,23.4,,2019-06
2019-06-22,0.4,25.4,4.8,2019-06
2019-06-23,0.3,22.8,4.2,2019-06
2019-06-24,0.5,26.5,4.3,2019-06
2019-06-25,0.5,33.7,6.0,2019-06
2019-06-26,0.4,33.1,4.9,2019-06
2019-06-27,0.4,23.6,3.8,2019-06
2019-06-28,0.4,26.3,4.2,2019-06
2019-06-29,0.5,25.1,5.2,2019-06
2019-06-30,0.4,26.7,5.6,2019-06
2019-07-01,0.6,37.1,7.0,2019-07
2019-07-02,0.6,30.0,4.7,2019-07
2019-07-03,0.7,32.1,7.5,2019-07
2019-07-04,0.6,27.5,7.5,2019-07
2019-07-05,0.5,22.7,7.6,2019-07
2019-07-06,0.5,31.7,3.8,2019-07
2019-07-07,0.4,21.2,3.8,2019-07
2019-07-08,0.6,36.9,7.2,2019-07
2019-07-09,0.6,33.9,9.5,2019-07
2019-07-10,0.5,27.5,5.0,2019-07
2019-07-11,0.5,28.9,5.6,2019-07
2019-07-12,0.5,30.9,6.9,2019-07
2019-07-13,0.4,23.7,4.6,2019-07
2019-07-14,0.4,21.9,5.0,2019-07
2019-07-15,0.5,29.5,5.1,2019-07
2019-07-16,0.5,34.6,7.0,2019-07
2019-07-17,0.4,25.4,3.0,2019-07
2019-07-18,0.4,20.6,3.7,2019-07
2019-07-19,0.5,25.0,5.3,2019-07
2019-07-20,0.4,34.8,4.7,2019-07
2019-07-21,0.4,32.7,7.3,2019-07
2019-07-22,0.5,26.1,5.9,2019-07
2019-07-23,0.5,20.6,5.7,2019-07
2019-07-24,0.4,21.6,4.2,2019-07
2019-07-25,0.5,24.9,5.1,2019-07
2019-07-26,0.5,34.5,4.9,2019-07
2019-07-27,0.4,22.2,2.8,2019-07
2019-07-28,0.4,12.7,3.5,2019-07
2019-07-29,0.6,29.9,8.2,2019-07
2019-07-30,0.5,45.6,6.7,2019-07
2019-07-31,0.5,40.7,7.9,2019-07
2019-08-01,0.4,21.4,5.0,2019-08
2019-08-02,0.5,26.6,5.8,2019-08
2019-08-03,0.5,17.7,9.7,2019-08
2019-08-04,0.6,45.7,10.8,2019-08
2019-08-05,0.7,43.1,13.4,2019-08
2019-08-06,0.6,38.6,11.5,2019-08
2019-08-07,0.5,31.1,7.9,2019-08
2019-08-08,0.5,28.4,6.0,2019-08
2019-08-09,0.6,36.4,7.2,2019-08
2019-08-10,,30.8,7.1,2019-08
2019-08-11,,15.7,4.0,2019-08
2019-08-12,,33.9,4.9,2019-08
2019-08-13,0.4,31.7,6.2,2019-08
2019-08-14,0.5,43.3,7.2,2019-08
2019-08-15,0.5,32.7,6.6,2019-08
2019-08-16,0.5,23.8,7.5,2019-08
2019-08-17,0.5,24.1,6.1,2019-08
2019-08-18,0.5,23.2,4.7,2019-08
2019-08-19,0.5,24.9,4.2,2019-08
2019-08-20,0.6,38.8,7.9,2019-08
2019-08-21,0.5,35.7,5.2,2019-08
2019-08-22,0.6,41.2,8.8,2019-08
2019-08-23,0.6,34.0,9.1,2019-08
2019-08-24,0.5,29.9,6.1,2019-08
2019-08-25,0.5,43.1,6.4,2019-08
2019-08-26,0.5,20.5,8.3,2019-08
2019-08-27,0.6,24.3,7.8,2019-08
2019-08-28,0.6,41.0,9.4,2019-08
2019-08-29,0.6,34.8,9.0,2019-08
2019-08-30,0.6,36.8,6.8,2019-08
2019-08-31,0.5,30.8,6.9,2019-08
2019-09-01,0.5,25.3,4.5,2019-09
2019-09-02,0.5,32.5,4.7,2019-09
2019-09-03,0.6,37.3,9.4,2019-09
2019-09-04,0.5,32.8,6.6,2019-09
2019-09-05,0.6,44.9,8.4,2019-09
2019-09-06,0.6,43.6,9.7,2019-09
2019-09-07,0.5,25.0,7.0,2019-09
2019-09-08,0.4,20.3,2.2,2019-09
2019-09-09,0.4,26.4,3.2,2019-09
2019-09-10,0.5,32.7,5.1,2019-09
2019-09-11,0.6,33.4,6.0,2019-09
2019-09-12,0.6,28.6,4.5,2019-09
2019-09-13,0.5,23.4,4.2,2019-09
2019-09-14,0.4,22.1,3.2,2019-09
2019-09-15,0.4,17.2,3.4,2019-09
2019-09-16,0.6,30.4,5.9,2019-09
2019-09-17,0.4,19.3,2.2,2019-09
2019-09-18,0.5,,5.2,2019-09
2019-09-19,0.7,29.0,9.3,2019-09
2019-09-20,0.5,28.8,6.8,2019-09
2019-09-21,0.5,20.4,5.7,2019-09
2019-09-22,0.4,22.0,4.5,2019-09
2019-09-23,0.4,27.4,6.3,2019-09
2019-09-24,0.4,33.2,7.6,2019-09
2019-09-25,0.5,29.7,9.2,2019-09
2019-09-26,0.6,31.7,5.7,2019-09
2019-09-27,0.5,33.2,3.8,2019-09
2019-09-28,0.3,12.6,1.7,2019-09
2019-09-29,0.4,18.8,1.2,2019-09
2019-09-30,0.5,24.6,1.5,2019-09
2019-10-01,0.5,30.8,5.6,2019-10
2019-10-02,0.7,34.3,8.0,2019-10
2019-10-03,0.7,,4.9,2019-10
2019-10-04,0.4,26.7,4.2,2019-10
2019-10-05,0.5,22.1,6.5,2019-10
2019-10-06,0.5,24.3,5.0,2019-10
2019-10-07,0.5,,,2019-10
2019-10-08,0.4,27.4,3.3,2019-10
2019-10-09,0.4,20.1,4.0,2019-10
2019-10-10,0.5,18.1,5.7,2019-10
2019-10-11,0.9,43.9,8.6,2019-10
2019-10-12,0.8,29.5,11.6,2019-10
2019-10-13,0.6,33.8,10.7,2019-10
2019-10-14,0.6,39.7,10.5,2019-10
2019-10-15,0.7,37.4,14.4,2019-10
2019-10-16,0.6,37.3,10.2,2019-10
2019-10-17,0.3,29.2,5.9,2019-10
2019-10-18,,30.4,5.9,2019-10
2019-10-19,,24.4,3.0,2019-10
2019-10-20,,23.4,3.7,2019-10
2019-10-21,0.5,31.7,7.0,2019-10
2019-10-22,0.4,28.0,6.1,2019-10
2019-10-23,0.4,20.2,5.3,2019-10
2019-10-24,0.8,33.4,13.0,2019-10
2019-10-25,0.8,26.5,8.8,2019-10
2019-10-26,0.6,31.3,7.2,2019-10
2019-10-27,0.4,24.5,4.2,2019-10
2019-10-28,0.6,24.2,7.7,2019-10
2019-10-29,0.5,33.9,3.5,2019-10
2019-10-30,0.5,28.4,6.1,2019-10
2019-10-31,0.7,37.5,15.5,2019-10
2019-11-01,0.6,24.0,12.5,2019-11
2019-11-02,0.6,29.7,14.0,2019-11
2019-11-03,0.6,19.9,13.7,2019-11
2019-11-04,0.5,28.7,12.3,2019-11
2019-11-05,0.5,24.3,10.1,2019-11
2019-11-06,0.5,22.2,10.8,2019-11
2019-11-07,0.8,35.9,13.2,2019-11
2019-11-08,0.9,38.2,15.1,2019-11
2019-11-09,0.5,19.0,9.4,2019-11
2019-11-10,0.5,18.8,8.9,2019-11
2019-11-11,0.8,29.7,9.9,2019-11
2019-11-12,0.7,31.1,9.1,2019-11
2019-11-13,0.4,19.6,8.7,2019-11
2019-11-14,0.8,28.6,15.5,2019-11
2019-11-15,0.6,28.0,7.5,2019-11
2019-11-16,0.6,23.9,7.1,2019-11
2019-11-17,0.6,24.4,5.7,2019-11
2019-11-18,0.5,26.9,4.5,2019-11
2019-11-19,0.4,39.8,5.5,2019-11
2019-11-20,0.5,25.6,6.6,2019-11
2019-11-21,1.0,31.8,13.9,2019-11
2019-11-22,1.1,28.8,19.1,2019-11
2019-11-23,0.9,20.5,13.5,2019-11
2019-11-24,0.5,27.9,6.4,2019-11
2019-11-25,0.5,32.1,4.4,2019-11
2019-11-26,0.4,23.0,2.6,2019-11
2019-11-27,0.4,23.5,4.2,2019-11
2019-11-28,0.3,17.6,4.6,2019-11
2019-11-29,0.6,27.6,8.3,2019-11
2019-11-30,0.8,27.4,10.8,2019-11
2019-12-01,0.6,37.5,5.7,2019-12
2019-12-02,1.1,39.5,13.2,2019-12
2019-12-03,1.1,32.1,10.2,2019-12
2019-12-04,0.6,37.0,10.4,2019-12
2019-12-05,0.8,29.1,11.7,2019-12
2019-12-06,0.8,32.2,13.6,2019-12
2019-12-07,0.7,24.8,6.2,2019-12
2019-12-08,0.6,19.6,7.2,2019-12
2019-12-09,0.4,19.7,6.3,2019-12
2019-12-10,0.5,21.4,8.8,2019-12
2019-12-11,0.5,28.0,6.3,2019-12
2019-12-12,0.4,40.2,6.0,2019-12
2019-12-13,0.6,39.4,4.0,2019-12
2019-12-14,0.5,29.4,5.8,2019-12
2019-12-15,0.6,26.8,5.8,2019-12
2019-12-16,0.6,34.9,4.7,2019-12
2019-12-17,1.0,44.6,13.3,2019-12
2019-12-18,1.0,48.3,14.7,2019-12
2019-12-19,0.4,30.9,4.9,2019-12
2019-12-20,0.7,57.3,5.2,2019-12
2019-12-21,0.6,19.7,2.5,2019-12
2019-12-22,0.3,16.9,3.2,2019-12
2019-12-23,0.4,26.1,4.3,2019-12
2019-12-24,0.7,29.5,8.5,2019-12
2019-12-25,0.7,19.9,10.1,2019-12
2019-12-26,0.8,27.5,13.0,2019-12
2019-12-27,0.8,28.1,8.5,2019-12
2019-12-28,0.8,24.1,9.1,2019-12
2019-12-29,0.7,25.1,7.3,2019-12
2019-12-30,0.5,24.3,3.9,2019-12
2019-12-31,0.4,34.7,3.4,2019-12
2020-01-01,0.3,30.5,2.7,2020-01
2020-01-02,0.4,46.8,4.2,2020-01
2020-01-03,0.8,45.3,5.9,2020-01
2020-01-04,0.4,17.9,4.0,2020-01
2020-01-05,0.4,15.3,2.2,2020-01
2020-01-06,0.3,,1.4,2020-01
2020-01-07,0.4,29.8,2.4,2020-01
2020-01-08,0.4,38.2,4.1,2020-01
2020-01-09,0.5,34.7,7.8,2020-01
2020-01-10,0.4,28.3,2.4,2020-01
2020-01-11,0.4,28.2,4.6,2020-01
2020-01-12,0.4,17.8,2.2,2020-01
2020-01-13,0.4,35.4,5.6,2020-01
2020-01-14,0.4,28.6,3.9,2020-01
2020-01-15,0.3,23.0,0.9,2020-01
2020-01-16,0.4,40.9,4.2,2020-01
2020-01-17,0.5,31.5,4.6,2020-01
2020-01-18,0.5,29.5,1.5,2020-01
2020-01-19,0.7,35.6,5.8,2020-01
2020-01-20,0.7,,9.1,2020-01
2020-01-21,0.7,33.9,4.7,2020-01
2020-01-22,0.3,41.7,3.2,2020-01
2020-01-23,0.4,38.0,3.5,2020-01
2020-01-24,0.4,40.6,3.5,2020-01
2020-01-25,0.5,28.3,4.2,2020-01
2020-01-26,0.4,18.7,3.0,2020-01
2020-01-27,0.4,31.5,2.9,2020-01
2020-01-28,0.5,44.6,3.7,2020-01
2020-01-29,0.5,35.2,5.0,2020-01
2020-01-30,0.5,30.1,6.2,2020-01
2020-01-31,0.4,33.3,2.7,2020-01
2020-02-01,0.3,16.4,2.7,2020-02
2020-02-02,0.5,30.1,6.5,2020-02
2020-02-03,0.5,28.3,4.8,2020-02
2020-02-04,0.5,36.3,6.1,2020-02
2020-02-05,0.6,38.3,3.0,2020-02
2020-02-06,0.5,37.2,4.6,2020-02
2020-02-07,0.5,35.7,4.3,2020-02
2020-02-08,0.4,14.3,3.2,2020-02
2020-02-09,0.6,30.1,6.5,2020-02
2020-02-10,0.6,28.6,9.8,2020-02
2020-02-11,0.6,26.1,9.9,2020-02
2020-02-12,0.7,38.0,7.5,2020-02
2020-02-13,0.7,30.7,6.3,2020-02
2020-02-14,0.4,36.2,3.4,2020-02
2020-02-15,0.4,16.3,2.2,2020-02
2020-02-16,0.4,19.4,4.0,2020-02
2020-02-17,0.5,39.5,5.1,2020-02
2020-02-18,0.4,21.3,4.5,2020-02
2020-02-19,0.8,44.5,7.3,2020-02
2020-02-20,0.9,53.0,11.2,2020-02
2020-02-21,0.9,39.0,9.4,2020-02
2020-02-22,0.5,41.4,5.6,2020-02
2020-02-23,0.5,17.7,5.2,2020-02
2020-02-24,0.4,48.5,6.2,2020-02
2020-02-25,0.6,42.6,9.1,2020-02
2020-02-26,0.5,43.4,7.4,2020-02
2020-02-27,0.5,37.9,7.7,2020-02
2020-02-28,0.6,25.4,7.6,2020-02
2020-02-29,0.4,21.5,4.5,2020-02
2020-03-01,0.5,31.0,6.9,2020-03
2020-03-02,0.4,41.4,4.3,2020-03
2020-03-03,0.4,33.0,1.2,2020-03
2020-03-04,0.3,34.7,6.4,2020-03
2020-03-05,,34.7,6.4,2020-03
2020-03-06,,41.9,5.1,2020-03
2020-03-07,,28.1,5.7,2020-03
2020-03-08,,25.1,4.8,2020-03
2020-03-09,0.5,33.7,7.6,2020-03
2020-03-10,0.5,30.9,4.2,2020-03
2020-03-11,0.5,30.8,4.4,2020-03
2020-03-12,0.5,34.1,7.1,2020-03
2020-03-13,0.4,17.0,4.7,2020-03
2020-03-14,0.4,11.3,4.6,2020-03
2020-03-15,0.4,12.4,2.5,2020-03
2020-03-16,0.5,25.4,5.9,2020-03
2020-03-17,0.7,41.4,11.8,2020-03
2020-03-18,0.5,53.9,14.4,2020-03
2020-03-19,0.6,58.0,17.4,2020-03
2020-03-20,0.6,45.7,13.2,2020-03
2020-03-21,0.6,44.2,12.5,2020-03
2020-03-22,0.6,26.5,12.5,2020-03
2020-03-23,0.3,77.6,2.7,2020-03
2020-03-24,0.4,24.1,2.1,2020-03
2020-03-25,0.4,31.5,4.6,2020-03
2020-03-26,0.4,32.4,7.0,2020-03
2020-03-27,0.4,28.0,4.3,2020-03
2020-03-28,0.3,13.0,1.3,2020-03
2020-03-29,0.3,20.4,0.9,2020-03
2020-03-30,0.3,22.8,2.7,2020-03
2020-03-31,0.3,29.7,2.8,2020-03
2020-04-01,0.4,26.0,3.5,2020-04
2020-04-02,0.3,25.2,4.4,2020-04
2020-04-03,0.3,21.6,2.3,2020-04
2020-04-04,0.4,20.9,3.0,2020-04
2020-04-05,0.3,10.4,3.3,2020-04
2020-04-06,0.4,25.8,4.4,2020-04
2020-04-07,0.4,21.6,6.9,2020-04
2020-04-08,0.4,17.3,8.9,2020-04
2020-04-09,0.4,30.9,9.4,2020-04
2020-04-10,0.5,31.3,9.0,2020-04
